GATE_SU_DS: -388.0273><-330.6991><-568.2374><-461.7036><2><><48><35
SU_A07: -1099.111><163.8955><-949.137><329.9463><1><Outskirts><54><35
SU_A45: -1853.428><163.458><-1501.024><351.2335><1><><48><35
SU_C02: -1483.111><166.8955><-1378.138><349.9463><1><Outskirts><202><35
SU_B06: -801.1093><346.895><-690.1373><480.9465><1><Outskirts><50><78
SU_B11: -606.1088><533.8951><-614.1373><742.9461><1><Outskirts><104><35
SU_A12: -527.1094><417.895><-460.1371><586.9464><1><Outskirts><54><35
SU_A13: -361.11><533.8951><-366.1367><743.9461><1><Outskirts><54><35
SU_B02: -277.11><351.895><-300.1368><397.9463><1><Outskirts><59><78
SU_A29: -103.1098><192.8955><-142.1369><447.9463><1><Outskirts><54><35
SU_B10: -144.1096><-70.10498><-417.1368><-26.05364><2><Outskirts><48><78
SU_A10: -350.1098><-147.105><-472.1371><-224.0537><2><Outskirts><54><35
SU_B01: -521.1094><-180.105><-626.1373><-307.0537><2><Outskirts><54><78
SU_A04: -708.1086><-118.1049><-799.1373><-220.0537><2><Outskirts><54><35
SU_C01: -887.1097><-231.105><-933.1379><-377.054><2><Outskirts><48><112
SU_B14: -635.7983><-345.1162><-798.5051><-470.1739><2><><105><35
SU_A30: -710.1086><-230.105><-795.1373><-343.0537><2><Outskirts><48><35
SU_S01: 1170.763><284.7458><-0.008462421><-1.034494E-06><1><><48><35
SU_LS02: 180.7628><234.7458><-0.008462421><-1.034494E-06><1><><48><35
SU_LS03: 400.7628><234.7458><-0.008462421><-1.034494E-06><1><><48><35
SU_LS04: 510.7628><234.7458><-0.008462421><-1.034494E-06><1><><48><35
SU_LS05: 620.7628><234.7458><-0.008462421><-1.034494E-06><1><><48><35
GATE_OE_SU: -985.2335><-828.21><-462.6602><-778.8324><0><><48><35
SU_B14SAINT: -635.7983><-345.1162><-798.5051><-470.1739><2><><105><35
SU_CAVE01: -368.6903><-61.17517><-57.69759><-189.1377><0><><48><35
SU_CAVE02: -669.1757><-133.7388><-212.001><-336.3481><0><><148><35
SU_PUMP03: -1001.557><-375.0562><-338.1122><-645.2369><0><><48><189
SU_CAVE03: -791.8376><-423.7751><-223.2059><-519.4405><0><><48><35
SU_CAVE04: -753.9761><-574.8521><-227.252><-654.0403><0><><48><35
SU_CAVE05: -336.2036><-271.3521><102.6114><-439.2824><0><><48><78
SU_PMPSTATION01: -599.5922><-547.4146><-106.7509><-725.8938><0><><48><121
SU_INTRO01: -726.6235><-838.1085><-331.9312><-781.1714><0><><101><35
SU_PS1: -537.1993><-16.48608><-177.1081><-170.1079><0><><48><35
SU_VR1: -680.1989><1.513945><-296.1082><-165.1079><0><><48><35
GATE_HI_SU: 2659.792><157.0578><2314.551><189.0227><1><><48><35
SU_EX01: 372.7925><34.05785><533.5513><-52.97736><2><><48><35
SU_EX02: 960.7925><-187.9422><938.5513><-198.9773><0><Outskirts><48><35
SU_EX03: 1133.792><-188.9422><1058.551><-230.9773><2><Outskirts><48><35
SU_EX04: 1311.792><-112.9421><1195.551><-132.9773><2><Outskirts><48><35
SU_EX05: 1135.792><-72.94217><1053.551><-97.97739><2><Outskirts><48><35
SU_EX06: 1090.792><36.05785><959.5513><8.022613><2><Outskirts><100><35
SU_EX07: 1525.792><-20.94216><1392.551><22.02261><2><Outskirts><48><35
SU_EX08: 1828.792><94.05786><1644.551><66.02261><2><Outskirts><48><77
SU_EX09: 1639.792><126.0578><1521.551><264.0226><0><Outskirts><48><35
SU_EX10: 1775.792><385.0579><1571.551><388.0226><1><Outskirts><100><35
SU_EX11: 1842.792><218.0578><1649.551><264.0226><0><Outskirts><48><35
SU_EX12: 2081.792><380.0579><1831.551><376.0226><1><Outskirts><48><35
SU_EX13: 2126.792><203.0578><1869.551><158.0228><1><Outskirts><48><76
SU_EX17: 2449.792><24.05783><2114.551><54.02261><1><Outskirts><100><35
SU_EX14: 2196.792><12.05784><1969.551><29.02261><1><Outskirts><48><35
SU_EX16: 2107.792><-121.9421><1803.551><-56.97739><2><Outskirts><48><35
SU_EX15: 1698.792><-103.9421><1639.551><-122.9773><2><Outskirts><48><35
SU_EXS1: 2270.792><-58.94217><1767.551><61.02261><2><><48><35
SU_EX18: -1058.208><38.05783><-992.4494><183.0228><2><Outskirts><48><35
SU_EX19: -1421.208><22.05783><-1203.449><200.0227><2><Outskirts><48><35
SU_EX20: -1850.208><15.05787><-1498.449><197.0227><1><Outskirts><48><35
SU_EX21: -619.2075><220.0578><-869.4487><129.0227><1><Outskirts><48><35
SU_EX22: -451.2076><238.0578><-686.4487><46.02264><1><Outskirts><52><78
SU_EX23: -450.2076><62.05786><-681.4487><-67.97736><1><Outskirts><48><35
SU_EX24: -302.2076><-3.942125><-541.4487><-34.97733><1><Outskirts><48><35
SU_EX25: 19.79241><-80.94212><-276.4488><10.02264><2><Outskirts><48><35
SU_EX26: -707.2075><-316.9421><-792.4487><-600.9775><1><Outskirts><48><35
SU_EX27: -686.2075><-411.9421><-779.4487><-727.9775><1><><48><35
SU_EX28: -1125.208><-343.9421><-1160.449><-395.9774><2><Outskirts><100><35
SU_EX29: -1053.208><-268.9423><-1060.449><-269.9774><2><Outskirts><48><35
SU_EX30: -1152.208><-228.9422><-1056.449><-142.9772><1><Outskirts><48><35
SU_EX31: -1388.208><-275.942><-1352.449><-427.9774><2><Outskirts><48><35
SU_EX32: -1324.208><-339.942><-1210.449><-268.9774><1><Outskirts><52><113
SU_EX39: -1323.208><-158.9422><-1208.449><29.02267><0><Outskirts><48><35
SU_EX40: -1401.208><-396.9421><-1353.449><-179.9772><0><Outskirts><48><35
SU_EX33: -1491.208><-426.942><-1351.449><-302.9774><1><Outskirts><52><43
SU_EX34: -1647.208><-393.9421><-1502.449><-412.9774><1><Outskirts><48><115
SU_EX35: -1798.208><-164.9421><-1580.449><-94.97736><2><Outskirts><48><35
SU_EXS2: -1659.208><-171.9421><-1444.449><-75.97735><2><><48><35
SU_EX36: -1990.967><-158.4885><-1698.782><-92.44031><2><Outskirts><48><35
SU_EX38: -1475.967><-37.48849><-1323.782><66.55969><0><Outskirts><48><35
SU_EX37: -861.9669><67.51152><-997.7824><73.55969><0><Outskirts><48><35
OffScreenDen_SU: -565.1088><1250.894><420.7614><744.8258><1><><0><0
Connection: GATE_SU_DS,SU_B14SAINT,2,9,98,14,2,0
Connection: GATE_SU_HI,SU_B13,2,9,26,56,2,0
Connection: GATE_LF_SU,SU_A45,45,9,3,18,0,2
Connection: SU_B13,SU_A33,15,16,14,34,3,1
Connection: SU_A33,SU_B04,44,31,7,33,0,2
Connection: SU_A33,SU_A20,3,27,47,28,2,0
Connection: SU_B04,SU_A37,100,22,6,23,0,2
Connection: SU_B04,SU_A34,4,2,45,2,2,0
Connection: SU_A34,SU_A20,2,12,49,12,2,0
Connection: SU_A37,SU_LS04,23,31,23,18,1,3
Connection: SU_A37,SU_A63,47,23,10,23,0,2
Connection: SU_A37,SU_A39,26,18,25,33,3,1
Connection: SU_A63,SU_B12,39,25,5,25,0,2
Connection: SU_B12,SU_A17,99,13,6,11,0,2
Connection: SU_A17,SU_A40,48,22,2,24,0,2
Connection: SU_A40,SU_EX09,48,24,5,25,0,2
Connection: SU_A40,SU_B07,2,17,99,25,2,0
Connection: SU_B07,SU_A02,5,23,49,21,2,0
Connection: SU_B07,SU_EX07,87,11,3,26,0,2
Connection: SU_A02,SU_A53,4,21,46,19,2,0
Connection: SU_A02,SU_EX06,26,14,22,26,3,1
Connection: SU_A53,SU_A39,3,29,37,26,2,0
Connection: SU_A53,SU_A38,8,7,48,5,2,0
Connection: SU_A53,SU_A25,29,3,41,27,3,0
Connection: SU_A39,SU_A06,6,26,49,27,2,0
Connection: SU_A38,SU_A06,6,5,49,6,2,0
Connection: SU_A38,SU_A25,27,8,15,24,3,1
Connection: SU_A25,SU_A23,6,14,42,30,2,0
Connection: SU_A25,SU_A24,48,5,38,24,3,1
Connection: SU_A24,SU_EX02,42,11,10,6,3,3
Connection: SU_A24,SU_A23,14,10,46,9,3,0
Connection: SU_A23,SU_A22,6,12,29,27,2,1
Connection: SU_A22,SU_A43,23,27,34,12,1,3
Connection: SU_A22,SU_LS01,12,16,31,18,2,0
Connection: SU_C04,SU_CAVE01,5,28,40,7,2,0
Connection: SU_C04,SU_A41,151,11,5,9,0,2
Connection: SU_A41,SU_A42,19,29,10,3,2,3
Connection: SU_A41,SU_A43,48,23,6,23,0,2
Connection: SU_A41,SU_A44,47,5,4,5,0,2
Connection: SU_A42,SU_EX01,40,4,23,10,0,3
Connection: SU_A06,SU_A36,4,25,48,26,2,0
Connection: SU_A36,SU_B08,5,5,102,8,2,0
Connection: SU_B08,SU_B09,1,7,48,8,2,0
Connection: SU_B09,SU_A31,2,48,44,7,2,0
Connection: SU_B09,SU_A35,29,51,14,27,3,1
Connection: SU_B09,SU_B10,24,12,22,74,3,1
Connection: SU_A35,SU_A20,48,22,3,2,0,3
Connection: SU_A20,SU_A29,5,20,49,20,2,0
Connection: SU_A31,SU_B02,3,29,3,3,1,2
Connection: SU_A31,SU_A32,3,3,39,31,3,1
Connection: SU_A32,SU_B05,2,10,36,16,2,0
Connection: SU_B05,SU_B06,49,69,11,45,0,3
Connection: SU_B05,SU_A07,8,57,49,12,3,0
Connection: SU_B05,SU_EX18,15,18,43,14,2,0
Connection: SU_A07,SU_C02,4,10,194,9,2,0
Connection: SU_A07,SU_EX18,28,1,12,26,3,2
Connection: SU_A45,SU_C02,44,20,9,19,0,2
Connection: SU_A45,SU_EX20,12,4,11,32,3,1
Connection: SU_B06,SU_B11,42,73,10,3,0,3
Connection: SU_B06,SU_A12,42,69,4,22,0,2
Connection: SU_B11,SU_A13,95,12,5,12,0,2
Connection: SU_B11,SU_A12,65,3,14,31,3,1
Connection: SU_A12,SU_B02,49,22,5,66,0,2
Connection: SU_A13,SU_B02,40,3,9,73,3,1
Connection: SU_B02,SU_A29,49,26,5,26,0,2
Connection: SU_B10,SU_EX25,45,34,13,16,0,2
Connection: SU_B10,SU_EX24,2,26,33,15,2,0
Connection: SU_B10,SU_A10,22,47,49,10,3,0
Connection: SU_A10,SU_B01,4,19,48,53,2,0
Connection: SU_B01,SU_EX23,8,74,18,5,2,3
Connection: SU_B01,SU_A04,5,51,37,11,2,0
Connection: SU_B01,SU_LS03,48,23,18,17,0,2
Connection: SU_B01,SU_A30,5,21,43,15,2,0
Connection: SU_A04,SU_C01,4,7,44,83,2,0
Connection: SU_C01,SU_EX30,3,83,40,13,2,0
Connection: SU_C01,SU_EX29,2,41,42,20,2,0
Connection: SU_C01,SU_A30,45,41,14,11,0,3
Connection: SU_C01,SU_EX28,3,15,93,14,2,0
Connection: SU_C01,SU_B14SAINT,44,15,3,14,0,2
Connection: SU_A30,SU_EX26,19,11,18,27,3,1
Connection: SU_LS05,SU_PUMP03,22,14,3,172,0,3
Connection: GATE_OE_SU,SU_INTRO01,45,9,5,12,0,2
Connection: SU_CAVE01,SU_PS1,5,31,40,27,2,1
Connection: SU_CAVE01,SU_CAVE02,5,20,137,31,2,0
Connection: SU_CAVE02,SU_VR1,61,31,15,2,2,3
Connection: SU_CAVE02,SU_PUMP03,6,11,44,179,2,0
Connection: SU_CAVE02,SU_CAVE05,137,7,7,66,0,2
Connection: SU_PUMP03,SU_CAVE03,41,80,3,23,3,2
Connection: SU_PUMP03,SU_CAVE04,32,19,3,8,0,2
Connection: SU_CAVE03,SU_PMPSTATION01,42,22,2,106,0,2
Connection: SU_CAVE03,SU_CAVE04,34,4,24,27,3,1
Connection: SU_CAVE05,SU_PMPSTATION01,6,5,43,92,2,3
Connection: SU_PMPSTATION01,SU_INTRO01,23,11,92,6,3,1
Connection: SU_PS1,SU_VR1,5,14,35,10,2,0
Connection: GATE_HI_SU,SU_EX17,2,9,86,23,2,1
Connection: SU_EX02,SU_EX03,44,13,1,11,0,2
Connection: SU_EX03,SU_EX05,20,27,20,2,0,0
Connection: SU_EX03,SU_EX04,44,20,6,7,3,2
Connection: SU_EX04,SU_EX07,43,30,38,2,1,3
Connection: SU_EX04,SU_EX05,10,26,42,15,1,0
Connection: SU_EX05,SU_EX06,17,28,58,7,2,2
Connection: SU_EX06,SU_EX07,94,20,5,9,0,2
Connection: SU_EX07,SU_EX08,44,27,17,11,1,3
Connection: SU_EX07,SU_EX15,45,7,3,17,0,2
Connection: SU_EX08,SU_EX11,22,66,15,16,1,3
Connection: SU_EX09,SU_EX10,35,31,17,3,1,3
Connection: SU_EX09,SU_EX11,45,21,4,20,0,2
Connection: SU_EX10,SU_EX12,91,17,2,23,0,2
Connection: SU_EX10,SU_EX11,71,18,23,30,3,1
Connection: SU_EX11,SU_EX12,43,22,5,8,0,2
Connection: SU_EX12,SU_EX13,38,3,1,27,3,2
Connection: SU_EX13,SU_EX14,16,10,1,29,2,2
Connection: SU_EX17,SU_EX14,7,16,43,20,2,0
Connection: SU_EX14,SU_EX16,2,7,6,29,2,1
Connection: SU_EX16,SU_EXS1,45,28,20,17,1,3
Connection: SU_EX16,SU_EX15,22,11,44,16,3,0
Connection: SU_EX18,SU_EX19,4,16,41,9,2,0
Connection: SU_EX18,SU_EX21,17,4,5,24,2,1
Connection: SU_EX19,SU_EX20,5,9,22,3,2,0
Connection: SU_EX21,SU_EX22,43,26,2,42,0,2
Connection: SU_EX21,SU_EX37,17,4,37,24,3,0
Connection: SU_EX22,SU_EX23,29,12,27,31,3,1
Connection: SU_EX23,SU_EX24,31,5,12,15,3,2
Connection: SU_EX26,SU_EX27,30,15,23,22,3,1
Connection: SU_EX28,SU_EX31,31,24,22,12,1,3
Connection: SU_EX29,SU_EX32,5,16,47,52,2,0
Connection: SU_EX30,SU_EX32,6,15,47,91,2,0
Connection: SU_EX31,SU_EX34,9,14,44,47,2,0
Connection: SU_EX32,SU_EX39,24,100,22,8,1,3
Connection: SU_EX32,SU_EX38,4,97,27,5,2,3
Connection: SU_EX32,SU_EX34,4,54,44,89,2,0
Connection: SU_EX32,SU_EX40,14,34,29,14,2,0
Connection: SU_EX32,SU_EX33,5,21,46,15,2,0
Connection: SU_EX33,SU_EX34,5,19,44,28,2,0
Connection: SU_EX34,SU_EX35,3,108,40,7,2,3
Connection: SU_EX35,SU_EX38,12,24,20,5,1,3
Connection: SU_EX35,SU_EXS2,43,18,26,12,0,2
Connection: SU_EX35,SU_EX36,5,13,42,11,2,0
Connection: SU_EX38,SU_EX37,25,24,10,22,1,2
